run_accession	ega_sample_accession	ega_study_accession	ega_study_title	ega_study_description	ega_released_date	ega_status	ega_error

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763368	EGAN00001761917	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763370	EGAN00001761919	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763372	EGAN00001761921	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763374	EGAN00001761923	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763375	EGAN00001761924	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763376	EGAN00001761925	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763377	EGAN00001761926	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763379	EGAN00001761928	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763380	EGAN00001761929	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763382	EGAN00001761931	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763383	EGAN00001761932	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763384	EGAN00001761933	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763385	EGAN00001761934	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763386	EGAN00001761935	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763389	EGAN00001761938	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763387	EGAN00001761936	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763388	EGAN00001761937	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763390	EGAN00001761939	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763391	EGAN00001761940	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763392	EGAN00001761941	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763393	EGAN00001761942	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763394	EGAN00001761943	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763398	EGAN00001761947	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763396	EGAN00001761945	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763397	EGAN00001761946	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763399	EGAN00001761948	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763401	EGAN00001761950	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763400	EGAN00001761949	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763402	EGAN00001761951	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763403	EGAN00001761952	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763404	EGAN00001761953	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763405	EGAN00001761954	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763406	EGAN00001761955	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

Inflammatory bowel disease (IBD) is a chronic complex disease of the gastrointestinal (GI) tract. Patients with IBD can experience a wide range of symptoms, but the pathophysiological mechanisms that cause these individual differences in clinical presentation remain largely unknown. In consequence, IBD is currently classified into subtypes using clinical characteristics. If we are to develop a more targeted treatment approach, molecular subtypes of IBD need to be discovered that can be used as new drug targets. To achieve this, we need multiple layers of molecular data are generated from the same IBD patients.We initiated the 1000IBD project to prospectively follow more than 1000 IBD patients from the Northern provinces of the Netherlands. For these patients, we have collected a uniquely large number of phenotypes and generated multi-omics profiles. To date, 1,215 participants have been enrolled in the project and enrolment is on-going, with 609"	2017-10-23T10:49:30+02:00	ok	
EGAR00001763407	EGAN00001761956	EGAS00001002702	Multi-omics data of 1000 Inflammatory Bowel Disease patients	"Portal available at https://1000ibd.org

